Location,Total Land Area (acres),Number of Cows,Farm Size,Date,Product ID,Product Name,Brand,Quantity (liters/kg),Price per Unit,Shelf Life (days),Storage Condition,Quantity Sold (liters/kg),Customer Location,Sales Channel,Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Reorder Quantity (liters/kg),Total Value,Price per Unit (sold),Approx. Total Revenue(INR),Production Date,Expiration Date
Delhi,857.63,97,Small,2019-04-20,9,Curd,Nestle,470.81,32.64,52,Ambient,33,Delhi,Wholesale,101,60,139,15367.2384,31.334978812365936,1034.0543008080758,2019-04-18,2019-06-09
Mumbai,324.69,16,Large,2019-05-29,6,Paneer,Nestle,240.93,74.53,45,Ambient,119,Chennai,Retail,496,47,89,17956.5129,73.87776261579164,8791.453751279205,2019-05-25,2019-07-09
Chennai,954.65,99,Small,2020-02-10,8,Butter,Amul,612.96,46.7,29,Frozen,775,Kolkata,Retail,18,50,42,28625.232000000004,48.968292193578876,37950.42645002363,2020-02-07,2020-03-07
Kolkata,97.37,86,Small,2023-12-06,1,Butter,Amul,543.32,15.37,40,Ambient,188,Bangalore,Retail,365,40,178,8350.8284,14.73706911176216,2770.5689930112862,2023-12-03,2024-01-12
Mumbai,192.41,63,Medium,2023-08-25,6,Butter,LocalFarm,440.36,37.36,36,Ambient,251,Kolkata,Online,480,93,124,16451.8496,37.99375579209379,9536.432703815542,2023-08-23,2023-09-28
Delhi,560.7,17,Large,2020-11-29,2,Butter,Amul,910.15,38.25,51,Frozen,130,Chennai,Retail,421,70,57,34813.237499999996,39.75819483237796,5168.565328209134,2020-11-27,2021-01-17
Mumbai,597.0,64,Small,2021-10-13,3,Milk,Nestle,761.99,91.42,25,Ambient,366,Mumbai,Wholesale,21,55,158,69661.12580000001,88.68341284491339,32458.1291012383,2021-10-12,2021-11-06
Bangalore,662.89,78,Large,2022-12-04,6,Milk,Amul,194.01,98.36,46,Frozen,359,Mumbai,Wholesale,358,96,167,19082.8236,101.33459908804892,36379.12107260956,2022-12-02,2023-01-17
Delhi,66.12,53,Medium,2022-02-26,2,Paneer,Amul,592.24,28.88,43,Ambient,633,Kolkata,Wholesale,128,45,37,17103.8912,28.134245316162673,17808.97728513097,2022-02-24,2022-04-08
Chennai,962.35,22,Large,2023-02-16,4,Milk,Nestle,134.31,48.75,10,Ambient,748,Bangalore,Wholesale,368,38,96,6547.6125,46.46059722136288,34752.52672157944,2023-02-15,2023-02-25
Kolkata,92.36,102,Large,2019-04-18,6,Paneer,Mother Dairy,282.42,97.9,51,Ambient,259,Chennai,Retail,436,25,149,27648.918,98.10688400266707,25409.682956690773,2019-04-14,2019-06-04
Mumbai,185.91,29,Large,2020-01-24,5,Milk,Nestle,914.37,46.65,29,Cold,259,Delhi,Wholesale,148,67,96,42655.3605,47.63372580919534,12337.134984581593,2020-01-23,2020-02-21
Delhi,63.31,87,Medium,2020-02-29,6,Milk,Nestle,488.98,41.43,6,Ambient,752,Mumbai,Online,496,34,184,20258.4414,40.17442628163891,30211.16856379246,2020-02-28,2020-03-05
Bangalore,588.52,41,Medium,2020-03-22,6,Milk,LocalFarm,897.5,19.89,35,Frozen,289,Kolkata,Online,390,68,47,17851.275,19.035584790014486,5501.284004314187,2020-03-21,2020-04-25
Delhi,935.65,69,Large,2021-07-06,8,Cheese,LocalFarm,207.7,77.8,34,Cold,559,Chennai,Retail,237,37,64,16159.059999999998,78.21590459257827,43722.690667251256,2021-07-03,2021-08-06
Bangalore,682.65,59,Large,2021-12-27,9,Butter,LocalFarm,245.07,50.23,19,Ambient,305,Bangalore,Online,6,84,154,12309.8661,48.46050468620806,14780.453929293459,2021-12-25,2022-01-13
Chennai,831.52,36,Medium,2021-12-25,5,Cheese,Mother Dairy,385.18,67.48,22,Frozen,354,Delhi,Online,469,41,73,25991.9464,65.3497590797268,23133.814714223285,2021-12-21,2022-01-12
Kolkata,62.62,34,Small,2020-10-17,6,Milk,Amul,398.01,55.89,36,Ambient,585,Delhi,Retail,332,79,127,22244.7789,57.02711575199446,33360.86271491676,2020-10-14,2020-11-19
Chennai,564.91,61,Medium,2023-05-08,6,Milk,LocalFarm,758.01,25.71,18,Frozen,462,Mumbai,Retail,22,55,165,19488.4371,25.99822709658316,12011.18091862142,2023-05-06,2023-05-24
Mumbai,486.58,77,Large,2023-07-22,6,Cheese,Nestle,619.44,25.87,22,Ambient,744,Delhi,Wholesale,443,29,156,16024.912800000002,27.02631911761289,20107.58142350399,2023-07-19,2023-08-10
Delhi,524.02,30,Small,2023-03-08,2,Paneer,LocalFarm,575.59,94.58,39,Frozen,522,Chennai,Wholesale,469,39,114,54439.302200000006,92.9098666833281,48498.950408697274,2023-03-05,2023-04-13
Bangalore,118.6,27,Small,2023-03-08,4,Butter,Nestle,622.26,90.06,56,Frozen,389,Mumbai,Retail,89,89,72,56040.7356,87.48780038829052,34032.75435104501,2023-03-06,2023-05-01
Bangalore,700.21,48,Small,2019-11-17,1,Paneer,Mother Dairy,745.58,64.96,26,Cold,139,Mumbai,Online,17,80,75,48432.8768,65.97168589398326,9170.064339263674,2019-11-13,2019-12-09
Delhi,528.06,24,Medium,2020-12-19,1,Butter,LocalFarm,898.18,10.11,18,Cold,94,Mumbai,Retail,372,78,69,9080.599799999998,10.58718948053424,995.1958111702186,2020-12-16,2021-01-03
Delhi,776.89,62,Medium,2020-12-28,1,Curd,Nestle,444.0,49.0,42,Frozen,442,Chennai,Wholesale,70,41,85,21756.0,49.26204686809282,21773.824715697025,2020-12-27,2021-02-07
Mumbai,511.03,47,Medium,2020-08-02,7,Butter,Amul,812.78,57.74,18,Frozen,89,Kolkata,Retail,65,87,184,46929.9172,56.54949634292285,5032.905174520134,2020-07-30,2020-08-17
Chennai,191.91,57,Medium,2020-03-22,1,Paneer,Mother Dairy,520.34,50.45,38,Cold,854,Delhi,Retail,52,23,177,26251.153000000002,52.52081987416573,44852.78017253753,2020-03-19,2020-04-26
Bangalore,665.84,61,Large,2023-05-17,6,Butter,Nestle,735.97,93.29,26,Frozen,764,Delhi,Online,402,48,86,68658.6413,94.31988279307771,72060.39045391137,2023-05-15,2023-06-10
Mumbai,213.77,97,Small,2019-07-29,2,Curd,Amul,881.08,13.68,20,Ambient,290,Kolkata,Retail,191,77,41,12053.1744,13.287012549322412,3853.2336393034993,2019-07-26,2019-08-15
Chennai,878.77,81,Large,2021-04-28,6,Curd,Amul,80.6,68.94,52,Ambient,151,Mumbai,Wholesale,141,77,52,5556.563999999999,72.03964945276498,10877.987067367512,2021-04-24,2021-06-15
Mumbai,632.46,37,Medium,2020-01-05,6,Milk,Nestle,569.3,38.25,57,Frozen,117,Bangalore,Retail,24,73,41,21775.725,37.381764754013155,4373.666476219539,2020-01-02,2020-02-28
Bangalore,199.34,94,Medium,2023-05-07,3,Curd,LocalFarm,989.91,60.35,53,Frozen,121,Chennai,Online,249,47,146,59741.0685,62.75484937849948,7593.336774798437,2023-05-04,2023-06-26
Delhi,964.22,25,Large,2023-07-10,8,Cheese,Amul,521.41,69.03,20,Cold,447,Mumbai,Retail,32,96,137,35992.9323,69.82098970757538,31209.982399286193,2023-07-07,2023-07-27
Delhi,542.45,25,Small,2023-01-21,4,Paneer,Mother Dairy,871.09,49.67,20,Cold,186,Mumbai,Online,175,58,68,43267.0403,49.68314952918276,9241.065812427993,2023-01-18,2023-02-07
Chennai,119.25,44,Small,2020-07-30,7,Cheese,Amul,226.6,23.35,44,Frozen,124,Mumbai,Retail,38,76,71,5291.110000000001,22.959044338030193,2846.921497915744,2020-07-28,2020-09-10
Kolkata,645.49,26,Medium,2023-07-24,4,Cheese,LocalFarm,624.07,56.71,42,Ambient,617,Delhi,Online,377,83,77,35391.0097,54.54850917702635,33656.43016222525,2023-07-23,2023-09-03
Chennai,290.54,82,Medium,2020-11-19,1,Paneer,Mother Dairy,876.79,93.97,22,Cold,568,Delhi,Retail,367,49,120,82391.95629999999,91.57200313723575,52012.897781949905,2020-11-18,2020-12-10
Kolkata,813.51,108,Medium,2021-02-28,6,Cheese,Mother Dairy,459.96,58.23,27,Ambient,461,Bangalore,Retail,211,69,117,26783.4708,57.245962801240594,26390.388851371914,2021-02-26,2021-03-25
Mumbai,826.93,61,Medium,2021-09-18,5,Cheese,Mother Dairy,512.39,21.06,50,Ambient,691,Chennai,Retail,363,73,96,10790.9334,20.61508049016496,14245.020618703988,2021-09-15,2021-11-04
Mumbai,980.0,102,Small,2019-06-12,9,Cheese,Nestle,127.92,84.17,52,Ambient,654,Mumbai,Retail,132,42,64,10767.0264,80.57869339869053,52698.46548274361,2019-06-09,2019-07-31
Bangalore,526.78,112,Large,2021-09-03,9,Curd,Amul,90.06,29.96,44,Ambient,663,Delhi,Retail,112,37,126,2698.1976,30.19902528424504,20021.95376345446,2021-09-01,2021-10-15
Kolkata,482.21,91,Small,2022-09-17,8,Paneer,LocalFarm,495.27,43.32,22,Cold,285,Kolkata,Wholesale,148,73,66,21455.0964,43.212478059819794,12315.556247048642,2022-09-16,2022-10-08
Bangalore,765.8,21,Large,2023-08-15,7,Paneer,Nestle,851.3,48.59,50,Frozen,814,Delhi,Wholesale,314,47,197,41364.667,46.6778030970852,37995.731721027354,2023-08-11,2023-09-30
Delhi,175.85,92,Medium,2019-12-16,2,Paneer,Nestle,934.76,40.57,53,Frozen,871,Mumbai,Retail,375,27,45,37923.2132,40.423355505923716,35208.74264565956,2019-12-13,2020-02-04
Kolkata,569.57,57,Medium,2023-11-07,8,Cheese,Mother Dairy,675.72,46.4,26,Cold,439,Mumbai,Online,76,51,47,31353.408,44.446395528525755,19511.967637022808,2023-11-05,2023-12-01
Chennai,568.94,31,Large,2020-10-31,3,Curd,Nestle,835.08,81.59,58,Ambient,280,Delhi,Online,13,25,175,68134.1772,85.11084781804544,23831.037389052723,2020-10-28,2020-12-25
Delhi,135.0,58,Medium,2023-01-31,6,Paneer,Amul,748.11,30.1,44,Frozen,453,Kolkata,Wholesale,446,91,171,22518.111,29.374827032009318,13306.79664550022,2023-01-30,2023-03-15
Delhi,447.08,61,Small,2020-03-01,10,Butter,Nestle,716.41,52.34,34,Frozen,435,Kolkata,Wholesale,53,59,156,37496.8994,53.516730637274335,23279.777827214337,2020-02-27,2020-04-01
Chennai,860.62,88,Medium,2019-11-23,7,Paneer,Nestle,780.58,11.8,52,Frozen,374,Mumbai,Wholesale,252,70,105,9210.844000000001,11.506474154691773,4303.421333854723,2019-11-22,2020-01-13
Delhi,863.35,10,Medium,2022-02-03,6,Milk,Mother Dairy,530.04,55.69,59,Ambient,480,Delhi,Online,463,66,71,29517.927599999995,55.54806258288961,26663.07003978701,2022-01-30,2022-03-30
Kolkata,144.28,75,Medium,2019-09-12,5,Butter,Mother Dairy,485.04,20.05,46,Frozen,720,Chennai,Wholesale,172,89,31,9725.052000000001,20.91869883728943,15061.46316284839,2019-09-08,2019-10-24
Bangalore,136.18,73,Medium,2019-12-24,4,Paneer,Nestle,201.19,35.4,46,Cold,404,Chennai,Wholesale,497,87,82,7122.125999999999,36.71577245651338,14833.172072431404,2019-12-21,2020-02-05
Delhi,299.56,17,Small,2020-03-19,2,Cheese,Mother Dairy,851.62,39.24,57,Frozen,562,Mumbai,Wholesale,433,26,89,33417.5688,40.33432787637471,22667.892266522587,2020-03-17,2020-05-13
Kolkata,881.03,95,Large,2019-04-23,9,Paneer,LocalFarm,92.38,17.41,22,Frozen,294,Kolkata,Retail,168,46,64,1608.3357999999998,17.91522288036588,5267.075526827569,2019-04-22,2019-05-14
Mumbai,172.46,34,Medium,2021-11-19,7,Curd,LocalFarm,304.07,42.45,57,Cold,329,Chennai,Retail,91,85,190,12907.7715,43.82309650419988,14417.79874988176,2021-11-16,2022-01-12
Kolkata,734.0,75,Medium,2020-06-07,7,Curd,LocalFarm,543.92,54.83,22,Ambient,151,Delhi,Wholesale,382,73,70,29823.133599999997,56.16037253589666,8480.216252920396,2020-06-06,2020-06-28
Bangalore,146.11,82,Small,2020-11-19,4,Paneer,Nestle,973.02,48.8,45,Frozen,707,Bangalore,Online,128,33,118,47483.376,50.73665557729548,35870.81549314791,2020-11-17,2021-01-01
Kolkata,641.98,82,Small,2021-09-17,5,Cheese,Amul,796.67,35.24,57,Ambient,835,Bangalore,Retail,129,41,33,28074.6508,34.71222909001228,28984.711290160252,2021-09-14,2021-11-10
Chennai,388.26,86,Small,2019-02-15,6,Cheese,Amul,400.24,36.54,5,Ambient,68,Kolkata,Wholesale,71,88,50,14624.7696,36.63547046657201,2491.2119917268965,2019-02-13,2019-02-18
Bangalore,799.47,79,Medium,2022-04-09,2,Cheese,Mother Dairy,728.25,67.02,52,Ambient,463,Bangalore,Retail,254,75,141,48807.314999999995,68.00126830589089,31484.58722562748,2022-04-08,2022-05-30
Mumbai,272.01,103,Large,2022-02-27,4,Paneer,Amul,934.8,74.66,46,Frozen,191,Delhi,Online,140,79,161,69792.16799999999,72.40374412254167,13829.11512740546,2022-02-24,2022-04-11
Chennai,657.24,88,Small,2021-01-26,4,Paneer,Amul,561.94,61.89,19,Frozen,843,Mumbai,Wholesale,485,70,124,34778.46660000001,61.91019581057712,52190.29506831651,2021-01-24,2021-02-12
Kolkata,273.9,60,Small,2022-10-08,4,Milk,Nestle,488.84,97.86,9,Cold,349,Mumbai,Wholesale,402,35,85,47837.882399999995,94.18124048400477,32869.25292891767,2022-10-04,2022-10-13
Bangalore,727.98,62,Small,2022-05-11,7,Curd,Mother Dairy,575.34,95.04,31,Ambient,25,Delhi,Retail,306,25,33,54680.31360000001,96.10103301785179,2402.5258254462947,2022-05-10,2022-06-10
Mumbai,879.99,24,Large,2022-06-03,7,Butter,Amul,345.95,18.86,21,Cold,607,Mumbai,Wholesale,125,20,161,6524.616999999999,18.101113748790418,10987.376045515784,2022-05-31,2022-06-21
Chennai,170.46,59,Medium,2022-01-08,7,Butter,LocalFarm,911.98,33.52,45,Frozen,223,Delhi,Retail,250,31,32,30569.569600000003,33.5312392752905,7477.466358389782,2022-01-04,2022-02-18
Mumbai,873.27,80,Medium,2022-08-26,7,Curd,Mother Dairy,807.42,88.16,36,Frozen,388,Delhi,Online,1,43,84,71182.14719999999,87.82187551440566,34074.887699589395,2022-08-24,2022-09-29
Kolkata,613.9,84,Medium,2021-11-24,2,Milk,Mother Dairy,720.21,12.67,42,Cold,741,Bangalore,Retail,478,94,112,9125.0607,12.178139130360009,9024.001095596766,2021-11-20,2022-01-01
Mumbai,170.75,113,Small,2020-07-17,5,Curd,Mother Dairy,609.64,63.3,30,Cold,567,Bangalore,Wholesale,9,62,131,38590.212,62.91599532731947,35673.36935059014,2020-07-16,2020-08-15
Delhi,456.16,47,Medium,2019-06-10,10,Milk,LocalFarm,971.0,95.9,6,Ambient,300,Kolkata,Online,452,53,61,93118.90000000001,97.60516733943767,29281.550201831302,2019-06-07,2019-06-13
Chennai,202.82,49,Small,2023-06-08,2,Milk,Amul,332.82,71.08,32,Frozen,708,Bangalore,Online,470,76,153,23656.8456,71.75322813620507,50801.285520433186,2023-06-04,2023-07-06
Mumbai,715.33,75,Large,2021-04-19,5,Cheese,LocalFarm,318.98,18.27,49,Ambient,74,Mumbai,Online,373,40,87,5827.7646,18.19335201793325,1346.3080493270604,2021-04-17,2021-06-05
Kolkata,770.92,48,Large,2022-12-29,6,Curd,Mother Dairy,280.03,77.3,27,Ambient,188,Bangalore,Retail,285,59,191,21646.318999999996,76.25602556713838,14336.132806622016,2022-12-25,2023-01-21
Kolkata,150.51,83,Medium,2020-06-21,3,Butter,Mother Dairy,754.69,43.88,54,Frozen,332,Delhi,Online,223,52,39,33115.7972,41.937819887075726,13923.356202509141,2020-06-18,2020-08-11
Mumbai,530.83,117,Small,2019-08-13,6,Paneer,Nestle,807.42,92.94,24,Frozen,497,Bangalore,Wholesale,64,52,61,75041.6148,97.17711172981915,48297.02452972012,2019-08-09,2019-09-02
Kolkata,823.89,26,Small,2023-01-09,5,Paneer,Nestle,617.26,35.77,40,Ambient,447,Mumbai,Online,108,47,34,22079.3902,35.42198554797542,15833.627539945011,2023-01-06,2023-02-15
Bangalore,939.35,16,Medium,2022-09-02,4,Curd,Nestle,669.38,52.59,46,Cold,531,Kolkata,Online,299,84,186,35202.694200000005,52.150753554067286,27692.050137209728,2022-08-31,2022-10-16
Bangalore,537.84,113,Large,2023-08-17,10,Paneer,Nestle,381.51,77.19,59,Frozen,432,Chennai,Retail,41,95,164,29448.756899999997,74.32117822204204,32106.74899192216,2023-08-14,2023-10-12
Bangalore,952.77,48,Large,2022-12-08,9,Milk,Mother Dairy,87.77,33.18,26,Ambient,858,Delhi,Retail,258,65,172,2912.2086,33.288393133817415,28561.44130881534,2022-12-06,2023-01-01
Delhi,558.9,77,Large,2019-04-05,8,Paneer,LocalFarm,290.95,26.36,15,Cold,67,Mumbai,Wholesale,110,52,31,7669.441999999999,27.62322654842972,1850.7561787447912,2019-04-01,2019-04-16
Mumbai,424.48,44,Large,2022-06-02,7,Milk,Nestle,605.09,10.24,32,Ambient,635,Mumbai,Wholesale,413,88,39,6196.1216,9.987098090478097,6341.807287453592,2022-05-30,2022-07-01
Delhi,855.79,60,Large,2023-12-08,1,Milk,LocalFarm,822.29,53.92,49,Frozen,22,Chennai,Retail,420,85,168,44337.8768,52.91350890900804,1164.0971959981769,2023-12-07,2024-01-25
Kolkata,518.33,56,Medium,2021-08-06,9,Butter,Nestle,788.34,93.58,59,Cold,616,Kolkata,Online,27,55,82,73772.8572,91.11149540966329,56124.68117235259,2021-08-04,2021-10-02
Delhi,498.31,45,Medium,2020-07-06,9,Paneer,Amul,220.51,35.33,26,Cold,704,Delhi,Retail,50,73,85,7790.618299999999,36.62514687063433,25784.10339692657,2020-07-02,2020-07-28
Kolkata,515.8,73,Medium,2020-10-06,6,Butter,Nestle,98.87,13.9,21,Cold,807,Kolkata,Retail,370,69,69,1374.2930000000001,13.865541808219742,11189.492239233332,2020-10-02,2020-10-23
Kolkata,854.45,104,Large,2019-03-07,7,Paneer,LocalFarm,858.03,65.84,35,Frozen,348,Chennai,Retail,212,70,105,56492.6952,67.97007864779286,23653.587369431916,2019-03-05,2019-04-09
Chennai,840.34,98,Large,2022-11-21,3,Milk,Nestle,121.81,15.06,15,Frozen,252,Delhi,Wholesale,124,71,121,1834.4586000000002,15.58723078663525,3927.982158232083,2022-11-20,2022-12-05
Bangalore,433.34,114,Medium,2022-05-18,5,Paneer,Amul,423.65,55.62,40,Ambient,695,Bangalore,Wholesale,268,40,143,23563.412999999997,57.00543675083736,39618.77854183197,2022-05-16,2022-06-25
Kolkata,366.63,22,Medium,2023-02-06,7,Butter,LocalFarm,139.51,44.34,18,Ambient,79,Kolkata,Wholesale,39,49,111,6185.8734,43.28046985980644,3419.1571189247084,2023-02-03,2023-02-21
Chennai,517.33,27,Large,2020-10-26,1,Cheese,LocalFarm,585.85,52.79,39,Frozen,609,Bangalore,Wholesale,153,34,184,30927.0215,50.33665707958989,30655.024161470243,2020-10-22,2020-11-30
Bangalore,594.13,30,Small,2020-11-14,1,Butter,LocalFarm,395.17,24.64,27,Ambient,549,Delhi,Online,359,28,160,9736.988800000001,23.76106504583945,13044.82471016586,2020-11-12,2020-12-09
Kolkata,276.42,74,Medium,2021-06-28,5,Cheese,Mother Dairy,242.37,18.12,33,Cold,116,Chennai,Wholesale,157,51,196,4391.7444000000005,18.476872761607467,2143.317240346466,2021-06-25,2021-07-28
Kolkata,804.26,109,Large,2021-04-16,9,Curd,LocalFarm,615.41,77.41,27,Frozen,85,Bangalore,Wholesale,407,91,51,47638.8881,79.27209861135954,6738.128381965561,2021-04-12,2021-05-09
Delhi,512.16,17,Large,2020-07-24,7,Butter,Mother Dairy,395.22,32.11,48,Frozen,50,Bangalore,Online,293,42,195,12690.514200000001,32.96533560449924,1648.2667802249618,2020-07-20,2020-09-06
Delhi,367.34,57,Medium,2020-11-26,1,Paneer,Amul,208.45,82.04,40,Ambient,769,Mumbai,Online,360,46,45,17101.238,79.93952406159772,61473.49400336865,2020-11-23,2021-01-02
Bangalore,151.48,94,Small,2023-02-22,5,Cheese,LocalFarm,715.08,78.26,20,Frozen,796,Delhi,Retail,365,61,153,55962.160800000005,75.54465982941342,60133.54922421308,2023-02-20,2023-03-12
Kolkata,276.9,52,Large,2019-06-29,8,Paneer,LocalFarm,844.97,27.85,43,Cold,167,Chennai,Online,452,27,98,23532.414500000003,29.028226272101165,4847.7137874408945,2019-06-27,2019-08-09
Mumbai,951.82,62,Medium,2021-04-13,8,Cheese,LocalFarm,310.06,91.75,24,Frozen,679,Mumbai,Online,271,30,157,28448.005,93.25664135535435,63321.259480285604,2021-04-09,2021-05-03
Delhi,339.84,94,Large,2023-03-28,2,Butter,Amul,227.1,24.52,29,Cold,66,Kolkata,Wholesale,109,40,115,5568.492,25.11329278968483,1657.4773241191988,2023-03-26,2023-04-24
Bangalore,210.42,36,Large,2023-01-22,7,Butter,Mother Dairy,121.49,81.74,23,Frozen,263,Chennai,Wholesale,233,63,46,9930.592599999998,78.42057869224935,20624.61219606158,2023-01-21,2023-02-13
Kolkata,487.64,28,Large,2021-12-27,10,Paneer,Nestle,551.51,47.85,30,Frozen,276,Mumbai,Wholesale,310,58,104,26389.7535,47.43111551589172,13090.987882386115,2021-12-25,2022-01-24
Kolkata,341.73,32,Large,2022-09-14,5,Butter,Amul,839.73,26.47,36,Frozen,497,Kolkata,Wholesale,176,52,73,22227.6531,25.31407600271232,12581.095773348023,2022-09-12,2022-10-18
Mumbai,83.4,59,Small,2019-07-21,9,Paneer,Amul,288.25,94.43,54,Ambient,614,Chennai,Online,126,86,70,27219.447500000002,95.91964955152639,58894.664824637206,2019-07-17,2019-09-09
Bangalore,356.99,60,Medium,2023-02-07,3,Milk,Amul,487.61,96.69,25,Ambient,375,Mumbai,Wholesale,79,74,133,47147.0109,96.5871052028812,36220.164451080454,2023-02-03,2023-02-28
Kolkata,566.9,52,Medium,2023-03-22,1,Cheese,Mother Dairy,202.76,56.02,13,Cold,673,Chennai,Wholesale,51,32,32,11358.6152,55.74810087881925,37518.471891445355,2023-03-19,2023-04-01
Delhi,574.13,108,Medium,2021-11-04,4,Paneer,Mother Dairy,433.99,52.23,47,Ambient,660,Bangalore,Retail,304,55,120,22667.2977,54.334385012801356,35860.69410844889,2021-10-31,2021-12-17
Mumbai,388.73,113,Medium,2021-12-01,7,Cheese,Mother Dairy,64.67,91.08,23,Frozen,472,Mumbai,Online,447,45,138,5890.1436,93.26700024765262,44022.02411689203,2021-11-29,2021-12-22
Bangalore,474.94,60,Medium,2020-06-26,1,Milk,Mother Dairy,915.19,63.65,53,Ambient,541,Bangalore,Online,303,93,42,58251.8435,66.60497179644037,36033.289741874236,2020-06-25,2020-08-17
Mumbai,967.24,115,Small,2021-09-08,2,Cheese,Mother Dairy,692.74,33.94,25,Ambient,196,Mumbai,Online,329,57,175,23511.595599999997,32.400038194221494,6350.407486067413,2021-09-05,2021-09-30
Delhi,408.48,78,Large,2023-09-13,5,Paneer,LocalFarm,366.17,48.27,22,Cold,229,Bangalore,Retail,81,42,69,17675.0259,48.82837554682567,11181.698000223078,2023-09-09,2023-10-01
Bangalore,295.32,50,Large,2021-02-12,9,Butter,Nestle,887.14,85.24,10,Frozen,61,Delhi,Online,293,27,126,75619.8136,86.34997133144502,5267.348251218146,2021-02-09,2021-02-19
Mumbai,281.29,81,Medium,2022-08-05,1,Cheese,Nestle,223.78,87.36,39,Cold,143,Bangalore,Online,272,33,149,19549.4208,83.22388083483963,11901.014959382068,2022-08-03,2022-09-11
Chennai,484.88,20,Large,2023-04-06,4,Cheese,Mother Dairy,124.8,94.53,18,Ambient,206,Delhi,Wholesale,40,43,167,11797.344,97.24377704939606,20032.218072175587,2023-04-03,2023-04-21
Delhi,771.54,89,Large,2020-11-24,3,Milk,Mother Dairy,945.49,35.94,13,Frozen,44,Chennai,Online,309,59,198,33980.910599999996,34.69509189627515,1526.5840434361066,2020-11-20,2020-12-03
Delhi,245.69,112,Large,2023-09-16,5,Curd,LocalFarm,343.57,71.2,39,Cold,183,Kolkata,Wholesale,295,44,73,24462.184,72.63305685885581,13291.849405170613,2023-09-13,2023-10-22
Delhi,723.83,97,Medium,2022-06-21,5,Butter,Mother Dairy,939.17,16.15,6,Cold,882,Kolkata,Retail,286,44,122,15167.595499999998,15.403585665196582,13585.962556703385,2022-06-19,2022-06-25
Chennai,70.09,94,Medium,2023-08-12,10,Paneer,LocalFarm,655.73,75.33,55,Frozen,54,Kolkata,Wholesale,345,36,165,49396.1409,76.18640752699055,4114.0660064574895,2023-08-08,2023-10-02
Chennai,447.99,61,Small,2023-11-27,2,Milk,LocalFarm,981.04,60.69,10,Cold,272,Delhi,Retail,153,23,193,59539.317599999995,60.81611865531428,16541.984274245482,2023-11-25,2023-12-05
Kolkata,787.07,32,Medium,2020-09-03,5,Paneer,Amul,765.76,32.48,39,Cold,494,Kolkata,Retail,231,60,171,24871.884799999996,32.42568353167203,16018.287664645983,2020-08-30,2020-10-08
Mumbai,371.8,58,Small,2023-05-10,9,Paneer,Amul,150.21,68.92,29,Cold,778,Kolkata,Retail,331,79,58,10352.4732,68.00105770036203,52904.82289088165,2023-05-06,2023-06-04
Kolkata,585.55,47,Medium,2023-09-18,5,Cheese,Mother Dairy,859.62,22.17,13,Ambient,489,Bangalore,Wholesale,145,62,164,19057.775400000002,21.993167511617095,10754.65891318076,2023-09-17,2023-09-30
Mumbai,244.73,56,Large,2023-06-10,10,Milk,LocalFarm,190.48,40.04,54,Cold,541,Kolkata,Retail,481,73,199,7626.819199999999,39.947484687617546,21611.58921600109,2023-06-09,2023-08-02
